episode,total_episodes,ppo_update_count,rollout_reward_mean,rollout_reward_max,rollout_reward_min,rollout_metric1_mean,rollout_metric2_mean,rollout_metric1_min,rollout_metric2_min,rollout_loss_mean,rollout_loss_std_mean,rollout_loss_max,best_reward,priority1_count,priority2_count,priority3_count,invalid_count,apply_error_count,eval_error_count,last_error,anchor_count,cost_probe_count,policy_loss,value_loss,entropy,clip_fraction,n_samples
7200,80000,60,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+8 more),0,0,-0.09000559477135539,0.24058234691619873,1173.752700805664,0.6227678693830967,120
7320,80000,61,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+4 more),0,0,-0.057911493349820375,0.1989602497778833,1175.4959869384766,0.6210937649011612,120
7440,80000,62,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.07674529915675521,0.171958623919636,1177.1523742675781,0.6400669794529676,120
7560,80000,63,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.04927011008840054,0.16809375723823905,1178.9320068359375,0.6113281473517418,120
7680,80000,64,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+7 more),0,0,-0.07684028195217252,0.17120003839954734,1179.7864685058594,0.6411830466240644,120
7800,80000,65,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+11 more),0,0,-0.08941931067965925,0.16398204397410154,1180.6886901855469,0.6752232275903225,120
7920,80000,66,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n5_L2: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; ... (+7 more),0,0,-0.07194621325470507,0.13786188303492963,1182.2852630615234,0.6289062686264515,120
8040,80000,67,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+10 more),0,0,-0.07546051166718826,0.10851369798183441,1184.1969146728516,0.6049107313156128,120
8160,80000,68,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+6 more),0,0,-0.06751733808778226,0.10622820490971208,1185.362808227539,0.6163504607975483,120
8280,80000,69,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+6 more),0,0,-0.0688261273317039,0.11765725607983768,1186.2443542480469,0.5786830484867096,120
8400,80000,70,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+5 more),0,0,-0.06242938793729991,0.11959622614085674,1187.5946350097656,0.6060267984867096,120
8520,80000,71,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+8 more),0,0,-0.07549873273819685,0.11316873366013169,1189.1895141601562,0.6035156361758709,120
8640,80000,72,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+10 more),0,0,-0.06276022540987469,0.10169030132237822,1190.400146484375,0.6266741268336773,120
8760,80000,73,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n5_L2: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; ... (+5 more),0,0,-0.05730278432019986,0.08477639581542462,1191.1714630126953,0.6330915279686451,120
8880,80000,74,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+6 more),0,0,-0.07545251469127834,0.07721005752682686,1192.0111694335938,0.6261160895228386,120
9000,80000,75,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+5 more),0,0,-0.07373640639707446,0.08418019395321608,1192.4227905273438,0.5864955484867096,120
9120,80000,76,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n5_L3: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; ... (+8 more),0,0,-0.07082171540241688,0.08353808871470392,1192.4190979003906,0.5929129607975483,120
9240,80000,77,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n5_L4: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; block3_exp_n5_L6: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; block3_exp_n5_L8: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; ... (+4 more),0,0,-0.05966179445385933,0.08030343824066222,1192.7351684570312,0.5806361772119999,120
9360,80000,78,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.06868387572467327,0.07634178723674268,1193.8343048095703,0.6169084943830967,120
9480,80000,79,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: new chain has prime(s) > q_max=60 at stage(s) [1]; fusion cannot reduce. Reject.; block3_exp_n5_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+6 more),0,0,-0.06347066460875794,0.07529969699680805,1194.785873413086,0.6202567182481289,120
9600,80000,80,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.0975638875970617,0.06889573810622096,1194.7264862060547,0.5837053805589676,120
9720,80000,81,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+6 more),0,0,-0.06730654090642929,0.06333869730588049,1194.7880859375,0.5786830577999353,120
9840,80000,82,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n5_L6: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; ... (+5 more),0,0,-0.05573227547574788,0.05853028071578592,1194.7174224853516,0.611049123108387,120
9960,80000,83,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+11 more),0,0,-0.06902769720181823,0.053206132957711816,1195.0218505859375,0.6007254607975483,120
10080,80000,84,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: new chain has prime(s) > q_max=60 at stage(s) [1]; fusion cannot reduce. Reject.; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+5 more),0,0,-0.06479860283434391,0.055996893788687885,1195.4264526367188,0.631138414144516,120
10200,80000,85,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.07147986115887761,0.05332162044942379,1195.2762298583984,0.6222098357975483,120
10320,80000,86,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+7 more),0,0,-0.07976330327801406,0.05001647456083447,1195.946762084961,0.5957031436264515,120
